CalendarDay2,Year,DistrictName,StateName,Country,StateCode,DistrictCode,TotalPopulation,Category of Population,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,Density,Category by Density,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_Percentage_LandArea,WeighingRatio_LandArea
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sri Sathya Sai,Andhra Pradesh,India,28,754,1477063,Moderately Populated,29377,1447686,748598,15231,733367,728465,14146,714319,361825,7201,354624,4291,792100,796391,1.854695746,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sambalpur,Odisha,India,21,371,1043889,Moderately Populated,312153,731736,528330,160297,368033,515559,151856,363703,250253,71170,179083,139776,419809,559585,1.865469946,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bundi,Rajasthan,India,8,94,1110906,Moderately Populated,222701,888205,577160,115426,461734,533746,107275,426471,220768,43618,177150,17793,565501,583294,1.904538706,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Adilabad,Telangana,India,36,501,708972,Moderately Populated,167746,541226,356407,84813,271594,352565,82933,269632,156683,36798,119885,4313,366286,370599,1.913043478,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Alluri Sitharama Raju,Andhra Pradesh,India,28,745,953521,Moderately Populated,37973,915548,466067,20495,445572,487454,17478,469976,244704,8551,236153,1559,495507,497066,1.918298576,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Gumla,Jharkhand,India,20,331,1025213,Moderately Populated,65081,960132,514390,33255,481135,510823,31826,478997,188988,12355,176633,2670,530088,532758,1.924350268,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kalimpong,West Bengal,India,19,702,202239,Sparsely Populated,6789,195450,103350,3276,100074,98889,3513,95376,41192,1504,39688,309,104135,104443,1.93635763,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jayashankar Bhupalapally,Telangana,India,36,687,416763,Sparsely Populated,42387,374376,207998,21810,186188,208765,20577,188188,111383,10438,100945,1343,212980,214323,1.944555647,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ratnagiri,Maharashtra,India,27,492,1614554,Moderately Populated,263723,1350831,760985,130908,630077,853569,132815,720754,396827,61797,335030,11817,814448,825875,1.954961707,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Morbi,Gujarat,India,24,673,970548,Moderately Populated,358420,612128,499874,186073,313801,470674,172347,298327,189782,72205,117577,23045,470935,493980,1.964751609,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Shahdol,Madhya Pradesh,India,23,429,1078210,Moderately Populated,229277,848933,546368,118404,427964,531842,110873,420969,253995,48288,205707,14477,532839,547316,1.969995396,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Raisen,Madhya Pradesh,India,23,421,1333605,Moderately Populated,303425,1030180,701418,160398,541020,632187,143027,489160,279316,62916,216400,22837,652559,675396,1.974552707,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Gaurella Pendra Marwahi,Chhattisgarh,India,22,734,336420,Sparsely Populated,32285,304135,168498,16581,151917,167922,15704,152218,87729,7376,80353,4367,165385,169752,1.98183232,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sirohi,Rajasthan,India,8,115,1036346,Moderately Populated,208654,827692,534231,109979,424252,502115,98675,403440,201785,42520,159265,12087,509962,522049,1.985150819,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Nirmal,Telangana,India,36,680,709418,Moderately Populated,151682,557736,346721,75953,270768,362697,75729,286968,165763,32968,132795,6324,350986,357310,1.985441214,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Chitradurga,Karnataka,India,29,533,1661340,Moderately Populated,329533,1331807,841800,165270,676530,819540,164263,655277,357435,73334,284101,13797,819908,833705,1.992719247,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Vidisha,Madhya Pradesh,India,23,437,1467973,Moderately Populated,339618,1128355,774303,177606,596697,693670,162012,531658,301648,67513,234135,9609,725771,735380,1.996210123,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Latehar,Jharkhand,India,20,335,727960,Moderately Populated,51858,676102,370142,27100,343042,357818,24758,333060,133562,10065,123497,3908,360642,364550,1.996872857,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Guna,Madhya Pradesh,India,23,406,1250852,Moderately Populated,312675,938177,654360,163235,491125,596492,149440,447052,246146,59360,186786,15650,606763,622413,2.009681674,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Didwana Kuchaman,Rajasthan,India,8,768,1312797,Moderately Populated,46783,1266014,671244,24126,647118,641553,22657,618896,228893,7380,221513,4900,647241,652141,2.013056992,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Harda,Madhya Pradesh,India,23,408,570490,Moderately Populated,119364,451126,294849,61526,233323,275641,57838,217803,113385,23636,89749,2802,279706,282508,2.019376442,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Chhatarpur,Madhya Pradesh,India,23,398,1762375,Moderately Populated,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832419,869583,2.026689804,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Betul,Madhya Pradesh,India,23,394,1575671,Moderately Populated,309151,1266520,799480,158878,640602,776191,150273,625918,329812,67953,261859,10183,763835,774018,2.035703304,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Khunti,Jharkhand,India,20,606,532499,Moderately Populated,44982,487517,266676,22841,243835,265823,22141,243682,103807,9055,94752,3430,257840,261270,2.038117656,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Yavatmal,Maharashtra,India,27,500,2773672,Densely Populated,598153,2175519,1420654,304817,1115837,1353018,293336,1059682,647179,131384,515795,16691,1340000,1357450,2.043295886,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Beawar,Rajasthan,India,8,774,916490,Moderately Populated,6344,910146,462652,3209,459443,453838,3135,450703,189633,1192,188441,789,446528,447318,2.048855624,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Bastar,Chhattisgarh,India,22,374,813093,Moderately Populated,135511,677582,403301,68855,334446,409792,66656,343136,185174,30404,154770,8733,387661,396394,2.051224287,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Pauri Garhwal,Uttarakhand,India,5,52,686555,Moderately Populated,111987,574568,326452,58423,268029,360103,53564,306539,161601,25421,136180,7117,327312,334429,2.052917062,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Tonk,Rajasthan,India,8,116,1298015,Moderately Populated,317723,980292,665287,160091,505196,632728,157632,475096,243189,54744,188445,22579,607870,630449,2.058873914,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Anuppur,Madhya Pradesh,India,23,390,739562,Moderately Populated,195564,543998,374150,102118,272032,365412,93446,271966,168612,41760,126852,19539,339218,358757,2.061456641,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Chittorgarh,Rajasthan,India,8,95,1544338,Moderately Populated,285264,1259074,783171,146756,636415,761167,138508,622659,329119,59787,269332,13883,733005,746888,2.067696897,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Gariaband,Chhattisgarh,India,22,645,597775,Moderately Populated,40454,557321,295903,20057,275846,301872,20397,281475,147575,9134,138441,3638,285237,288875,2.06932064,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Shivamogga,Karnataka,India,29,547,1753395,Moderately Populated,623727,1129668,877732,311594,566138,875663,312133,563530,406952,147360,259592,23792,810358,834150,2.102014026,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Almora,Uttarakhand,India,5,45,622506,Moderately Populated,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235,2.10851017,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Pratapgarh,Rajasthan,India,8,629,867848,Moderately Populated,71807,796041,437744,36573,401171,430104,35234,394870,178726,14916,163810,2886,407860,410746,2.112858068,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ganganagar,Rajasthan,India,8,100,1367777,Moderately Populated,498145,869632,726844,265382,461462,640933,232763,408170,269365,100954,168411,7818,639293,647111,2.113666743,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Champawat,Uttarakhand,India,5,48,259648,Sparsely Populated,38343,221305,131125,20283,110842,128523,18060,110463,53953,8212,45741,1304,121535,122839,2.113726097,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Amreli,Gujarat,India,24,439,1516496,Moderately Populated,386635,1129861,772375,198495,573880,744121,188140,555981,295401,75796,219605,31280,690236,717442,2.113754143,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Osmanabad,Maharashtra,India,27,488,1660033,Moderately Populated,281057,1378976,862759,145298,717461,797274,135759,661515,351762,54787,296975,12901,774460,781611,2.123860846,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Mandla,Madhya Pradesh,India,23,415,1045919,Moderately Populated,119762,926157,520729,60785,459944,525190,58977,466213,248102,26967,221135,6000,485215,491215,2.129248903,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Ramban,Jammu And Kashmir,India,1,621,283713,Sparsely Populated,11811,271902,149132,6815,142317,134581,4996,129585,55490,2162,53328,1508,131396,132904,2.134721303,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sundargarh,Odisha,India,21,373,2093437,Densely Populated,738097,1355340,1061147,385079,676068,1032290,353018,679272,479109,166612,312497,275344,702955,978299,2.139874415,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sehore,Madhya Pradesh,India,23,427,1311479,Moderately Populated,248462,1063017,683822,129107,554715,627657,119355,508302,257347,46843,210504,9840,600859,610699,2.147504745,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Neemuch,Madhya Pradesh,India,23,419,825445,Moderately Populated,245230,580215,422337,127640,294697,403108,117590,285518,179608,48545,131063,18817,362268,381085,2.166039073,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Narmada,Gujarat,India,24,452,586734,Moderately Populated,61872,524862,299129,31678,267451,287605,30194,257411,121403,13212,108191,2513,267886,270399,2.169882285,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Annamayya,Andhra Pradesh,India,28,753,1370508,Moderately Populated,66047,1304461,688279,33217,655062,682229,32830,649399,342622,16181,326441,1982,629390,631372,2.17068226,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Mancherial,Telangana,India,36,684,807037,Moderately Populated,353847,453190,408272,180298,227974,398765,173549,225216,206983,87236,119747,21520,347203,368723,2.188735175,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Chhindwara,Madhya Pradesh,India,23,399,1830190,Moderately Populated,508113,1322077,930749,259662,671087,899441,248451,650990,384270,110704,273566,22699,813440,836009,2.18919892,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Agar Malwa,Madhya Pradesh,India,23,667,571278,Moderately Populated,117329,453949,293052,60340,232712,278226,56989,221237,115871,22032,93839,4102,256762,260864,2.189945719,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Nandyal,Andhra Pradesh,India,28,755,1479247,Moderately Populated,93037,1386210,745236,46770,698466,734011,46267,687744,353702,21529,332173,7981,661600,669581,2.209212926,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Wardha,Maharashtra,India,27,498,1302173,Moderately Populated,423300,878873,669131,216511,452620,633042,206789,426253,310092,97353,212739,8901,576026,584714,2.22702552,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jhalawar,Rajasthan,India,8,105,1412979,Moderately Populated,229291,1183688,726056,118610,607446,686923,110681,576242,283662,45593,238069,11002,620645,631647,2.236975716,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Seoni,Madhya Pradesh,India,23,428,1380207,Moderately Populated,163890,1216317,696415,83565,612850,683792,80325,603467,315012,36517,278495,5986,610983,616969,2.237076741,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Yadgir,Karnataka,India,29,635,1174271,Moderately Populated,220677,953594,590329,111251,479078,583942,109426,474516,202063,39876,162187,10083,512447,522530,2.247279582,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Alirajpur,Madhya Pradesh,India,23,639,728999,Moderately Populated,57074,671925,362542,28949,333593,366457,28125,338332,123800,10671,113129,4264,317240,321504,2.26746479,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Panna,Madhya Pradesh,India,23,420,1016829,Moderately Populated,125335,891494,533631,66007,467624,483198,59328,423870,228781,25170,203611,8077,439662,447739,2.271030667,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Gadag,Karnataka,India,29,537,1064570,Moderately Populated,379309,685261,537147,189562,347585,527423,189747,337676,219096,79314,139782,27044,439288,466332,2.282858564,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Raichur,Karnataka,India,29,546,1928713,Moderately Populated,490348,1438365,964459,246539,717920,964254,243809,720445,363835,96268,267567,11241,829761,841002,2.293351264,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Nuapada,Odisha,India,21,368,610382,Moderately Populated,34054,576328,301962,17170,284792,308420,16884,291536,152210,7911,144299,5336,259272,264607,2.306749255,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Yadadri Bhuvanagiri,Telangana,India,36,697,770833,Moderately Populated,123165,647668,390492,62396,328096,380341,60769,319572,188520,28775,159745,9313,323484,332797,2.316225807,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Washim,Maharashtra,India,27,499,1197160,Moderately Populated,211413,985747,620302,108575,511727,576858,102838,474020,259464,41061,218403,8009,507430,515439,2.322602675,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Nalgonda,Telangana,India,36,514,1618416,Moderately Populated,368303,1250113,818306,184877,633429,800110,183426,616684,401728,89543,312185,23030,673540,696570,2.323407554,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Udhampur,Jammu And Kashmir,India,1,14,556091,Moderately Populated,108208,447883,297343,63810,233533,258748,44398,214350,99466,20353,79113,4372,234951,239323,2.323600323,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Boudh,Odisha,India,21,349,441162,Sparsely Populated,20424,420738,221625,10492,211133,219537,9932,209605,106961,4559,102402,2070,187264,189334,2.330072781,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Patan,Gujarat,India,24,455,1343734,Moderately Populated,281081,1062653,694397,146073,548324,649337,135008,514329,267633,58551,209082,13808,560140,573948,2.341212096,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Prakasam,Andhra Pradesh,India,28,517,2438214,Densely Populated,595053,1843161,1235019,297851,937168,1203195,297202,905993,604252,149149,455103,23379,1020000,1040181,2.344028587,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Kalaburagi,Karnataka,India,29,538,2571070,Densely Populated,835551,1735519,1304145,424611,879534,1266925,410940,855985,472519,158721,313798,24997,1070000,1092326,2.353757029,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Sirmaur,Himachal Pradesh,India,2,24,529855,Moderately Populated,57165,472690,276289,30114,246175,253566,27051,226515,98208,13121,85087,1914,222828,224742,2.357614509,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jogulamba Gadwal,Telangana,India,36,695,609990,Moderately Populated,63177,546813,309274,31935,277339,300716,31242,269474,132261,13178,119083,614,256473,257087,2.372698736,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Salumbar,Rajasthan,India,8,777,554350,Moderately Populated,15351,538999,281943,8003,273940,272407,7348,265059,114132,3378,110754,3367,230031,233398,2.375127465,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Idukki,Kerala,India,32,556,1108974,Moderately Populated,52045,1056929,552808,25563,527245,556166,26482,529684,279812,12604,267208,3543,462174,465717,2.381218637,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Jamnagar,Gujarat,India,24,447,1409060,Moderately Populated,749047,660013,728255,390011,338244,680805,359036,321769,287842,156713,131129,27336,561462,588798,2.393112748,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03-05-2026,"Calendar Year (Jan - Dec), 2026",Damoh,Madhya Pradesh,India,23,400,1264019,Moderately Populated,250551,1013468,661774,131402,530372,602245,119149,483096,297563,51680,245883,15049,513078,528127,2.393399694,Very Sparse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
